date,rank,song,artist,last-week,peak-rank,weeks-on-board
2020-04-25,29,High Fashion,Roddy Ricch Featuring Mustard,31.0,20,16
2020-04-25,30,Death Bed,Powfu Featuring beabadoobee,33.0,30,5
2020-04-25,31,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,28.0,26,21
2020-04-25,32,More Hearts Than Mine,Ingrid Andress,37.0,32,16
2020-04-25,33,Stupid Love,Lady Gaga,32.0,5,7
2020-04-25,34,"10,000 Hours",Dan + Shay & Justin Bieber,34.0,4,28
2020-04-25,35,Break My Heart,Dua Lipa,39.0,21,3
2020-04-25,36,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",36.0,36,10
2020-04-25,37,Catch,Brett Young,29.0,29,12
2020-04-25,38,Sunday Best,Surfaces,44.0,38,7
2020-04-25,39,BOP,DaBaby,35.0,11,29
2020-04-25,40,No Guidance,Chris Brown Featuring Drake,38.0,5,45
2020-04-25,41,I Love Me,Demi Lovato,41.0,18,6
2020-04-25,42,I Hope You're Happy Now,Carly Pearce & Lee Brice,51.0,42,15
2020-04-25,43,Slide,H.E.R. Featuring YG,45.0,43,17
2020-04-25,44,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,54.0,44,5
2020-04-25,45,In Your Eyes,The Weeknd,47.0,16,4
2020-04-25,46,Dior,Pop Smoke,55.0,30,9
2020-04-25,47,Suicidal,YNW Melly & Juice WRLD,43.0,20,20
2020-04-25,48,Does To Me,Luke Combs Featuring Eric Church,50.0,48,5
2020-04-25,49,Hard To Forget,Sam Hunt,40.0,40,3
2020-04-25,50,Slow Dance In A Parking Lot,Jordan Davis,42.0,37,15
2020-04-18,2,Blinding Lights,The Weeknd,1.0,1,19
2020-04-18,3,The Box,Roddy Ricch,2.0,1,18
2020-04-18,4,Don't Start Now,Dua Lipa,3.0,2,23
2020-04-18,5,Life Is Good,Future Featuring Drake,5.0,2,13
2020-04-18,6,Circles,Post Malone,4.0,1,32
2020-04-18,7,Adore You,Harry Styles,6.0,6,18
2020-04-18,8,Say So,Doja Cat Featuring Nicki Minaj,7.0,7,14
2020-04-18,9,Intentions,Justin Bieber Featuring Quavo,8.0,8,9
2020-04-18,10,Everything I Wanted,Billie Eilish,9.0,8,22
2020-04-18,11,Someone You Loved,Lewis Capaldi,10.0,1,48
2020-04-18,12,The Bones,Maren Morris,14.0,12,29
2020-04-18,13,My Oh My,Camila Cabello Featuring DaBaby,15.0,13,18
2020-04-18,14,Savage,Megan Thee Stallion,18.0,14,4
2020-04-18,15,Memories,Maroon 5,13.0,2,29
2020-04-18,16,Roxanne,Arizona Zervas,11.0,4,23
2020-04-18,17,Hot Girl Bummer,blackbear,16.0,11,30
2020-04-18,18,Blueberry Faygo,Lil Mosey,19.0,18,9
2020-04-18,19,Heartless,The Weeknd,12.0,1,20
2020-04-18,20,I Hope,Gabby Barrett Featuring Charlie Puth,22.0,20,15
2020-04-18,21,Dance Monkey,Tones And I,20.0,4,27
2020-04-18,23,Falling,Trevor Daniel,25.0,23,21
2020-04-18,24,Nobody But You,Blake Shelton Duet With Gwen Stefani,32.0,24,13
2020-04-18,25,Heart On Ice,Rod Wave,30.0,25,22
2020-04-18,26,Ballin',Mustard & Roddy Ricch,24.0,11,38
2020-04-18,27,Chasin' You,Morgan Wallen,36.0,27,11
2020-04-18,28,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,26.0,26,20
2020-04-18,29,Catch,Brett Young,40.0,29,11
2020-04-18,30,Roses,SAINt JHN,39.0,30,3
2020-04-18,31,High Fashion,Roddy Ricch Featuring Mustard,31.0,20,15
2020-04-18,32,Stupid Love,Lady Gaga,27.0,5,6
2020-04-18,33,Death Bed,Powfu Featuring beabadoobee,43.0,33,4
2020-04-18,34,"10,000 Hours",Dan + Shay & Justin Bieber,28.0,4,27
2020-04-18,35,BOP,DaBaby,29.0,11,28
2020-04-18,36,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",49.0,36,9
2020-04-18,37,More Hearts Than Mine,Ingrid Andress,44.0,37,15
2020-04-18,38,No Guidance,Chris Brown Featuring Drake,35.0,5,44
2020-04-18,39,Break My Heart,Dua Lipa,21.0,21,2
2020-04-18,40,Hard To Forget,Sam Hunt,91.0,40,2
2020-04-18,41,I Love Me,Demi Lovato,41.0,18,5
2020-04-18,42,Slow Dance In A Parking Lot,Jordan Davis,37.0,37,14
2020-04-18,43,Suicidal,YNW Melly & Juice WRLD,33.0,20,19
2020-04-18,44,Sunday Best,Surfaces,52.0,44,6
2020-04-18,45,Slide,H.E.R. Featuring YG,45.0,45,16
2020-04-18,46,Turks,"NAV, Gunna & Travis Scott",17.0,17,2
2020-04-18,47,In Your Eyes,The Weeknd,42.0,16,3
2020-04-18,48,Homesick,Kane Brown,38.0,35,21
2020-04-18,49,BEST ON EARTH,Russ & BIA,48.0,46,18
2020-04-18,50,Does To Me,Luke Combs Featuring Eric Church,59.0,50,4
2020-04-11,1,Blinding Lights,The Weeknd,1.0,1,18
2020-04-11,2,The Box,Roddy Ricch,2.0,1,17
2020-04-11,3,Don't Start Now,Dua Lipa,3.0,2,22
2020-04-11,4,Circles,Post Malone,5.0,1,31
2020-04-11,5,Life Is Good,Future Featuring Drake,6.0,2,12
2020-04-11,6,Adore You,Harry Styles,7.0,6,17
2020-04-11,7,Say So,Doja Cat Featuring Nicki Minaj,9.0,7,13
2020-04-11,8,Intentions,Justin Bieber Featuring Quavo,8.0,8,8
2020-04-11,9,Everything I Wanted,Billie Eilish,12.0,8,21
2020-04-11,10,Someone You Loved,Lewis Capaldi,11.0,1,47
2020-04-11,11,Roxanne,Arizona Zervas,10.0,4,22
2020-04-11,12,Heartless,The Weeknd,4.0,1,19
2020-04-11,13,Memories,Maroon 5,14.0,2,28
2020-04-11,14,The Bones,Maren Morris,17.0,14,28
2020-04-11,15,My Oh My,Camila Cabello Featuring DaBaby,18.0,15,17
2020-04-11,16,Hot Girl Bummer,blackbear,13.0,11,29
2020-04-11,18,Savage,Megan Thee Stallion,20.0,18,3
2020-04-11,19,Blueberry Faygo,Lil Mosey,37.0,19,8
2020-04-11,20,Dance Monkey,Tones And I,15.0,4,26
2020-04-11,22,I Hope,Gabby Barrett Featuring Charlie Puth,30.0,22,14
2020-04-11,24,Ballin',Mustard & Roddy Ricch,23.0,11,37
2020-04-11,25,Falling,Trevor Daniel,29.0,25,20
2020-04-11,26,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,26.0,26,19
2020-04-11,27,Stupid Love,Lady Gaga,27.0,5,5
2020-04-11,28,"10,000 Hours",Dan + Shay & Justin Bieber,19.0,4,26
2020-04-11,29,BOP,DaBaby,31.0,11,27
2020-04-11,30,Heart On Ice,Rod Wave,43.0,30,21
2020-04-11,31,High Fashion,Roddy Ricch Featuring Mustard,36.0,20,14
2020-04-11,32,Nobody But You,Blake Shelton Duet With Gwen Stefani,44.0,32,12
2020-04-11,33,Suicidal,YNW Melly & Juice WRLD,35.0,20,18
2020-04-11,34,You Should Be Sad,Halsey,33.0,26,12
2020-04-11,35,No Guidance,Chris Brown Featuring Drake,34.0,5,43
2020-04-11,36,Chasin' You,Morgan Wallen,53.0,36,10
2020-04-11,37,Slow Dance In A Parking Lot,Jordan Davis,49.0,37,13
2020-04-11,38,Homesick,Kane Brown,40.0,35,20
2020-04-11,39,Roses,SAINt JHN,55.0,39,2
2020-04-11,40,Catch,Brett Young,61.0,40,10
2020-04-11,41,I Love Me,Demi Lovato,48.0,18,4
2020-04-11,42,In Your Eyes,The Weeknd,16.0,16,2
2020-04-11,43,Death Bed,Powfu Featuring beabadoobee,59.0,43,3
2020-04-11,44,More Hearts Than Mine,Ingrid Andress,56.0,44,14
2020-04-11,45,Slide,H.E.R. Featuring YG,51.0,45,15
2020-04-11,46,Woah,Lil Baby,42.0,15,21
2020-04-11,47,Godzilla,Eminem Featuring Juice WRLD,38.0,3,11
2020-04-11,48,BEST ON EARTH,Russ & BIA,52.0,46,17
2020-04-11,49,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",57.0,48,8
2020-04-11,50,What She Wants Tonight,Luke Bryan,46.0,46,15
2020-04-04,1,Blinding Lights,The Weeknd,2.0,1,17
2020-04-04,2,The Box,Roddy Ricch,1.0,1,16
2020-04-04,3,Don't Start Now,Dua Lipa,3.0,2,21
2020-04-04,4,Heartless,The Weeknd,16.0,1,18
2020-04-04,5,Circles,Post Malone,5.0,1,30
2020-04-04,6,Life Is Good,Future Featuring Drake,4.0,2,11
2020-04-04,7,Adore You,Harry Styles,7.0,7,16
2020-04-04,8,Intentions,Justin Bieber Featuring Quavo,8.0,8,7
2020-04-04,9,Say So,Doja Cat Featuring Nicki Minaj,14.0,9,12
2020-04-04,10,Roxanne,Arizona Zervas,6.0,4,21
2020-04-04,11,Someone You Loved,Lewis Capaldi,9.0,1,46
2020-04-04,12,Everything I Wanted,Billie Eilish,10.0,8,20
2020-04-04,13,Hot Girl Bummer,blackbear,11.0,11,28
2020-04-04,14,Memories,Maroon 5,12.0,2,27
2020-04-04,15,Dance Monkey,Tones And I,15.0,4,25
2020-04-04,17,The Bones,Maren Morris,17.0,17,27
2020-04-04,18,My Oh My,Camila Cabello Featuring DaBaby,18.0,18,16
2020-04-04,19,"10,000 Hours",Dan + Shay & Justin Bieber,22.0,4,25
2020-04-04,20,Savage,Megan Thee Stallion,98.0,20,2
2020-04-04,23,Ballin',Mustard & Roddy Ricch,21.0,11,36
2020-04-04,26,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,30.0,26,18
2020-04-04,27,Stupid Love,Lady Gaga,25.0,5,4
2020-04-04,29,Falling,Trevor Daniel,29.0,25,19
2020-04-04,30,I Hope,Gabby Barrett Featuring Charlie Puth,36.0,30,13
2020-04-04,31,BOP,DaBaby,24.0,11,26
2020-04-04,33,You Should Be Sad,Halsey,34.0,26,11
2020-04-04,34,No Guidance,Chris Brown Featuring Drake,32.0,5,42
2020-04-04,35,Suicidal,YNW Melly & Juice WRLD,20.0,20,17
2020-04-04,36,High Fashion,Roddy Ricch Featuring Mustard,33.0,20,13
2020-04-04,37,Blueberry Faygo,Lil Mosey,38.0,37,7
2020-04-04,38,Godzilla,Eminem Featuring Juice WRLD,23.0,3,10
2020-04-04,40,Homesick,Kane Brown,35.0,35,19
2020-04-04,42,Woah,Lil Baby,28.0,15,20
2020-04-04,43,Heart On Ice,Rod Wave,40.0,40,20
2020-04-04,44,Nobody But You,Blake Shelton Duet With Gwen Stefani,53.0,43,11
2020-04-04,46,What She Wants Tonight,Luke Bryan,49.0,46,14
2020-04-04,47,Lose You To Love Me,Selena Gomez,31.0,1,23
2020-04-04,48,I Love Me,Demi Lovato,43.0,18,3
2020-04-04,49,Slow Dance In A Parking Lot,Jordan Davis,59.0,49,12
2020-04-04,50,Homemade,Jake Owen,39.0,39,9
2020-03-28,1,The Box,Roddy Ricch,1.0,1,15
2020-03-28,2,Blinding Lights,The Weeknd,4.0,2,16
2020-03-28,3,Don't Start Now,Dua Lipa,2.0,2,20
2020-03-28,4,Life Is Good,Future Featuring Drake,3.0,2,10
2020-03-28,5,Circles,Post Malone,5.0,1,29
2020-03-28,6,Roxanne,Arizona Zervas,7.0,4,20
2020-03-28,7,Adore You,Harry Styles,16.0,7,15
2020-03-28,8,Intentions,Justin Bieber Featuring Quavo,10.0,8,6
2020-03-28,9,Someone You Loved,Lewis Capaldi,15.0,1,45
2020-03-28,10,Everything I Wanted,Billie Eilish,14.0,8,19
2020-03-28,11,Hot Girl Bummer,blackbear,17.0,11,27
2020-03-28,12,Memories,Maroon 5,13.0,2,26
2020-03-28,14,Say So,Doja Cat Featuring Nicki Minaj,19.0,14,11
2020-03-28,15,Dance Monkey,Tones And I,12.0,4,24
2020-03-28,16,Heartless,The Weeknd,21.0,1,17
2020-03-28,17,The Bones,Maren Morris,23.0,17,26
2020-03-28,18,My Oh My,Camila Cabello Featuring DaBaby,26.0,18,15
2020-03-28,21,Ballin',Mustard & Roddy Ricch,29.0,11,35
2020-03-28,22,"10,000 Hours",Dan + Shay & Justin Bieber,27.0,4,24
2020-03-28,23,Godzilla,Eminem Featuring Juice WRLD,32.0,3,9
2020-03-28,24,BOP,DaBaby,35.0,11,25
2020-03-28,25,Stupid Love,Lady Gaga,30.0,5,3
2020-03-28,27,Baby Pluto,Lil Uzi Vert,6.0,6,2
2020-03-28,28,Woah,Lil Baby,31.0,15,19
2020-03-28,29,Falling,Trevor Daniel,42.0,25,18
2020-03-28,30,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,47.0,30,17
2020-03-28,31,Lose You To Love Me,Selena Gomez,38.0,1,22
2020-03-28,32,No Guidance,Chris Brown Featuring Drake,46.0,5,41
2020-03-28,33,High Fashion,Roddy Ricch Featuring Mustard,43.0,20,12
2020-03-28,34,You Should Be Sad,Halsey,41.0,26,10
2020-03-28,35,Homesick,Kane Brown,44.0,35,18
2020-03-28,36,I Hope,Gabby Barrett Featuring Charlie Puth,50.0,36,12
2020-03-28,37,P2,Lil Uzi Vert,11.0,11,2
2020-03-28,38,Blueberry Faygo,Lil Mosey,53.0,38,6
2020-03-28,39,Homemade,Jake Owen,60.0,39,8
2020-03-28,40,Heart On Ice,Rod Wave,58.0,40,19
2020-03-28,41,That Way,Lil Uzi Vert,20.0,20,3
2020-03-28,42,Lo Mein,Lil Uzi Vert,8.0,8,2
2020-03-28,43,I Love Me,Demi Lovato,18.0,18,2
2020-03-28,44,Good As Hell,Lizzo,49.0,3,30
2020-03-28,46,BEST ON EARTH,Russ & BIA,62.0,46,15
2020-03-28,47,Slide,H.E.R. Featuring YG,61.0,47,13
2020-03-28,48,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",73.0,48,6
2020-03-28,49,What She Wants Tonight,Luke Bryan,78.0,49,13
2020-03-28,50,Dior,Pop Smoke,55.0,30,5
2020-03-21,1,The Box,Roddy Ricch,1.0,1,14
2020-03-21,2,Don't Start Now,Dua Lipa,3.0,2,19
2020-03-21,3,Life Is Good,Future Featuring Drake,2.0,2,9
2020-03-21,4,Blinding Lights,The Weeknd,7.0,4,15
2020-03-21,5,Circles,Post Malone,4.0,1,28
2020-03-21,7,Roxanne,Arizona Zervas,6.0,4,19
2020-03-21,10,Intentions,Justin Bieber Featuring Quavo,10.0,9,5
2020-03-21,12,Dance Monkey,Tones And I,8.0,4,23
2020-03-21,13,Memories,Maroon 5,9.0,2,25
2020-03-21,14,Everything I Wanted,Billie Eilish,12.0,8,18
2020-03-21,15,Someone You Loved,Lewis Capaldi,11.0,1,44
2020-03-21,16,Adore You,Harry Styles,14.0,14,14
2020-03-21,17,Hot Girl Bummer,blackbear,13.0,13,26
2020-03-21,19,Say So,Doja Cat Featuring Nicki Minaj,16.0,16,10
2020-03-21,20,That Way,Lil Uzi Vert,21.0,20,2
2020-03-21,21,Heartless,The Weeknd,17.0,1,16
2020-03-21,23,The Bones,Maren Morris,19.0,18,25
2020-03-21,26,My Oh My,Camila Cabello Featuring DaBaby,25.0,22,14
2020-03-21,27,"10,000 Hours",Dan + Shay & Justin Bieber,20.0,4,23
2020-03-21,29,Ballin',Mustard & Roddy Ricch,22.0,11,34
2020-03-21,30,Stupid Love,Lady Gaga,5.0,5,2
2020-03-21,31,Woah,Lil Baby,15.0,15,18
2020-03-21,32,Godzilla,Eminem Featuring Juice WRLD,42.0,3,8
2020-03-21,35,BOP,DaBaby,24.0,11,24
2020-03-21,38,Lose You To Love Me,Selena Gomez,27.0,1,21
2020-03-21,40,P*$$y Fairy (OTW),Jhene Aiko,100.0,40,8
2020-03-21,41,You Should Be Sad,Halsey,29.0,26,9
2020-03-21,42,Falling,Trevor Daniel,34.0,25,17
2020-03-21,43,High Fashion,Roddy Ricch Featuring Mustard,30.0,20,11
2020-03-21,44,Homesick,Kane Brown,39.0,39,17
2020-03-21,46,No Guidance,Chris Brown Featuring Drake,37.0,5,40
2020-03-21,47,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,44.0,36,16
2020-03-21,49,Good As Hell,Lizzo,35.0,3,29
2020-03-21,50,I Hope,Gabby Barrett Featuring Charlie Puth,51.0,44,11
2020-03-14,1,The Box,Roddy Ricch,1.0,1,13
2020-03-14,2,Life Is Good,Future Featuring Drake,2.0,2,8
2020-03-14,3,Don't Start Now,Dua Lipa,5.0,3,18
2020-03-14,4,Circles,Post Malone,3.0,1,27
2020-03-14,6,Roxanne,Arizona Zervas,6.0,4,18
2020-03-14,7,Blinding Lights,The Weeknd,8.0,7,14
2020-03-14,8,Dance Monkey,Tones And I,7.0,4,22
2020-03-14,9,Memories,Maroon 5,9.0,2,24
2020-03-14,10,Intentions,Justin Bieber Featuring Quavo,11.0,9,4
2020-03-14,11,Someone You Loved,Lewis Capaldi,10.0,1,43
2020-03-14,12,Everything I Wanted,Billie Eilish,12.0,8,17
2020-03-14,13,Hot Girl Bummer,blackbear,14.0,13,25
2020-03-14,14,Adore You,Harry Styles,15.0,14,13
2020-03-14,15,Woah,Lil Baby,24.0,15,17
2020-03-14,16,Say So,Doja Cat Featuring Nicki Minaj,33.0,16,9
2020-03-14,17,Heartless,The Weeknd,13.0,1,15
2020-03-14,19,The Bones,Maren Morris,19.0,18,24
2020-03-14,20,"10,000 Hours",Dan + Shay & Justin Bieber,16.0,4,22
2020-03-14,22,Ballin',Mustard & Roddy Ricch,17.0,11,33
2020-03-14,24,BOP,DaBaby,18.0,11,23
2020-03-14,25,My Oh My,Camila Cabello Featuring DaBaby,22.0,22,13
2020-03-14,26,Sum 2 Prove,Lil Baby,46.0,16,8
2020-03-14,27,Lose You To Love Me,Selena Gomez,21.0,1,20
2020-03-14,29,You Should Be Sad,Halsey,26.0,26,8
2020-03-14,30,High Fashion,Roddy Ricch Featuring Mustard,25.0,20,10
2020-03-14,34,Falling,Trevor Daniel,29.0,25,16
2020-03-14,35,Good As Hell,Lizzo,27.0,3,28
2020-03-14,36,Vete,Bad Bunny,99.0,33,14
2020-03-14,37,No Guidance,Chris Brown Featuring Drake,31.0,5,39
2020-03-14,39,Homesick,Kane Brown,39.0,39,16
2020-03-14,40,Yummy,Justin Bieber,23.0,2,9
2020-03-14,41,What A Man Gotta Do,Jonas Brothers,32.0,16,7
2020-03-14,42,Godzilla,Eminem Featuring Juice WRLD,37.0,3,7
2020-03-14,43,Senorita,Shawn Mendes & Camila Cabello,35.0,1,37
2020-03-14,44,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,38.0,36,15
2020-03-14,45,Bad Guy,Billie Eilish,36.0,1,49
2020-03-14,46,Kinfolks,Sam Hunt,34.0,34,21
2020-03-14,47,Dior,Pop Smoke,30.0,30,3
2020-03-14,50,One Man Band,Old Dominion,42.0,20,28
2020-03-07,1,The Box,Roddy Ricch,1.0,1,12
2020-03-07,2,Life Is Good,Future Featuring Drake,2.0,2,7
2020-03-07,3,Circles,Post Malone,3.0,1,26
2020-03-07,5,Don't Start Now,Dua Lipa,5.0,5,17
2020-03-07,6,Roxanne,Arizona Zervas,6.0,4,17
2020-03-07,7,Dance Monkey,Tones And I,4.0,4,21
2020-03-07,8,Blinding Lights,The Weeknd,10.0,8,13
2020-03-07,9,Memories,Maroon 5,7.0,2,23
2020-03-07,10,Someone You Loved,Lewis Capaldi,8.0,1,42
2020-03-07,11,Intentions,Justin Bieber Featuring Quavo,9.0,9,3
2020-03-07,12,Everything I Wanted,Billie Eilish,12.0,8,16
2020-03-07,13,Heartless,The Weeknd,14.0,1,14
2020-03-07,14,Hot Girl Bummer,blackbear,15.0,14,24
2020-03-07,15,Adore You,Harry Styles,20.0,15,12
2020-03-07,16,"10,000 Hours",Dan + Shay & Justin Bieber,13.0,4,21
2020-03-07,17,Ballin',Mustard & Roddy Ricch,17.0,11,32
2020-03-07,18,BOP,DaBaby,18.0,11,22
2020-03-07,19,The Bones,Maren Morris,19.0,18,23
2020-03-07,20,After Hours,The Weeknd,77.0,20,2
2020-03-07,21,Lose You To Love Me,Selena Gomez,21.0,1,19
2020-03-07,22,My Oh My,Camila Cabello Featuring DaBaby,25.0,22,12
2020-03-07,23,Yummy,Justin Bieber,11.0,2,8
2020-03-07,24,Woah,Lil Baby,28.0,16,16
2020-03-07,25,High Fashion,Roddy Ricch Featuring Mustard,26.0,20,9
2020-03-07,26,You Should Be Sad,Halsey,29.0,26,7
2020-03-07,27,Good As Hell,Lizzo,22.0,3,27
2020-03-07,29,Falling,Trevor Daniel,27.0,25,15
2020-03-07,30,Dior,Pop Smoke,49.0,30,2
2020-03-07,31,No Guidance,Chris Brown Featuring Drake,31.0,5,38
2020-03-07,32,What A Man Gotta Do,Jonas Brothers,33.0,16,6
2020-03-07,33,Say So,Doja Cat Featuring Nicki Minaj,51.0,33,8
2020-03-07,34,Kinfolks,Sam Hunt,34.0,34,20
2020-03-07,35,Senorita,Shawn Mendes & Camila Cabello,32.0,1,36
2020-03-07,36,Bad Guy,Billie Eilish,30.0,1,48
2020-03-07,37,Godzilla,Eminem Featuring Juice WRLD,36.0,3,6
2020-03-07,38,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,40.0,36,14
2020-03-07,39,Homesick,Kane Brown,43.0,39,15
2020-03-07,40,HIGHEST IN THE ROOM,Travis Scott,35.0,1,21
2020-03-07,41,Trampoline,SHAED,37.0,13,39
2020-03-07,42,One Man Band,Old Dominion,38.0,20,27
2020-03-07,43,Sucker,Jonas Brothers,41.0,1,47
2020-03-07,44,I Don't Care,Ed Sheeran & Justin Bieber,39.0,2,39
2020-03-07,45,I Hope,Gabby Barrett Featuring Charlie Puth,44.0,44,9
2020-03-07,46,Sum 2 Prove,Lil Baby,50.0,16,7
2020-03-07,48,Only Human,Jonas Brothers,42.0,18,36
2020-03-07,49,Make Me Want To,Jimmie Allen,53.0,49,9
2020-03-07,50,Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",23.0,23,2
2020-02-29,1,The Box,Roddy Ricch,1.0,1,11
2020-02-29,2,Life Is Good,Future Featuring Drake,2.0,2,6
2020-02-29,3,Circles,Post Malone,3.0,1,25
2020-02-29,4,Dance Monkey,Tones And I,5.0,4,20
2020-02-29,5,Don't Start Now,Dua Lipa,6.0,5,16
2020-02-29,6,Roxanne,Arizona Zervas,7.0,4,16
2020-02-29,7,Memories,Maroon 5,4.0,2,22
2020-02-29,8,Someone You Loved,Lewis Capaldi,8.0,1,41
2020-02-29,9,Intentions,Justin Bieber Featuring Quavo,11.0,9,2
2020-02-29,10,Blinding Lights,The Weeknd,12.0,10,12
2020-02-29,11,Yummy,Justin Bieber,19.0,2,7
2020-02-29,12,Everything I Wanted,Billie Eilish,10.0,8,15
2020-02-29,13,"10,000 Hours",Dan + Shay & Justin Bieber,9.0,4,20
2020-02-29,14,Heartless,The Weeknd,17.0,1,13
2020-02-29,15,Hot Girl Bummer,blackbear,16.0,15,23
2020-02-29,17,Ballin',Mustard & Roddy Ricch,14.0,11,31
2020-02-29,18,BOP,DaBaby,15.0,11,21
2020-02-29,19,The Bones,Maren Morris,18.0,18,22
2020-02-29,20,Adore You,Harry Styles,22.0,20,11
2020-02-29,21,Lose You To Love Me,Selena Gomez,13.0,1,18
2020-02-29,22,Good As Hell,Lizzo,20.0,3,26
2020-02-29,25,My Oh My,Camila Cabello Featuring DaBaby,26.0,25,11
2020-02-29,26,High Fashion,Roddy Ricch Featuring Mustard,21.0,20,8
2020-02-29,27,Falling,Trevor Daniel,25.0,25,14
2020-02-29,28,Woah,Lil Baby,24.0,16,15
2020-02-29,29,You Should Be Sad,Halsey,31.0,26,6
2020-02-29,30,Bad Guy,Billie Eilish,29.0,1,47
2020-02-29,31,No Guidance,Chris Brown Featuring Drake,27.0,5,37
2020-02-29,32,Senorita,Shawn Mendes & Camila Cabello,33.0,1,35
2020-02-29,33,What A Man Gotta Do,Jonas Brothers,32.0,16,5
2020-02-29,34,Kinfolks,Sam Hunt,34.0,34,19
2020-02-29,35,HIGHEST IN THE ROOM,Travis Scott,30.0,1,20
2020-02-29,36,Godzilla,Eminem Featuring Juice WRLD,28.0,3,5
2020-02-29,37,Trampoline,SHAED,35.0,13,38
2020-02-29,38,One Man Band,Old Dominion,38.0,20,26
2020-02-29,39,I Don't Care,Ed Sheeran & Justin Bieber,40.0,2,38
2020-02-29,40,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,36.0,36,13
2020-02-29,41,Sucker,Jonas Brothers,37.0,1,46
2020-02-29,42,Only Human,Jonas Brothers,39.0,18,35
2020-02-29,43,Homesick,Kane Brown,45.0,43,14
2020-02-29,44,I Hope,Gabby Barrett Featuring Charlie Puth,48.0,44,8
2020-02-29,45,Truth Hurts,Lizzo,41.0,1,42
2020-02-29,47,Tusa,Karol G & Nicki Minaj,42.0,42,12
2020-02-29,50,Sum 2 Prove,Lil Baby,49.0,16,6
2020-02-22,1,The Box,Roddy Ricch,1.0,1,10
2020-02-22,2,Life Is Good,Future Featuring Drake,2.0,2,5
2020-02-22,3,Circles,Post Malone,3.0,1,24
2020-02-22,4,Memories,Maroon 5,4.0,2,21
2020-02-22,5,Dance Monkey,Tones And I,5.0,5,19
2020-02-22,6,Don't Start Now,Dua Lipa,9.0,6,15
2020-02-22,7,Roxanne,Arizona Zervas,7.0,4,15
2020-02-22,8,Someone You Loved,Lewis Capaldi,6.0,1,40
2020-02-22,9,"10,000 Hours",Dan + Shay & Justin Bieber,8.0,4,19
2020-02-22,10,Everything I Wanted,Billie Eilish,10.0,8,14
2020-02-22,12,Blinding Lights,The Weeknd,15.0,11,11
2020-02-22,13,Lose You To Love Me,Selena Gomez,11.0,1,17
2020-02-22,14,Ballin',Mustard & Roddy Ricch,12.0,11,30
2020-02-22,15,BOP,DaBaby,13.0,11,20
2020-02-22,16,Hot Girl Bummer,blackbear,19.0,16,22
2020-02-22,17,Heartless,The Weeknd,17.0,1,12
2020-02-22,18,The Bones,Maren Morris,18.0,18,21
2020-02-22,19,Yummy,Justin Bieber,14.0,2,6
2020-02-22,20,Good As Hell,Lizzo,16.0,3,25
2020-02-22,21,High Fashion,Roddy Ricch Featuring Mustard,21.0,20,7
2020-02-22,22,Adore You,Harry Styles,23.0,22,10
2020-02-22,24,Woah,Lil Baby,24.0,16,14
2020-02-22,25,Falling,Trevor Daniel,27.0,25,13
2020-02-22,26,My Oh My,Camila Cabello Featuring DaBaby,31.0,26,10
2020-02-22,27,No Guidance,Chris Brown Featuring Drake,22.0,5,36
2020-02-22,28,Godzilla,Eminem Featuring Juice WRLD,20.0,3,4
2020-02-22,29,Bad Guy,Billie Eilish,25.0,1,46
2020-02-22,30,HIGHEST IN THE ROOM,Travis Scott,26.0,1,19
2020-02-22,31,You Should Be Sad,Halsey,30.0,26,5
2020-02-22,32,What A Man Gotta Do,Jonas Brothers,29.0,16,4
2020-02-22,33,Senorita,Shawn Mendes & Camila Cabello,28.0,1,34
2020-02-22,34,Kinfolks,Sam Hunt,34.0,34,18
2020-02-22,35,Trampoline,SHAED,32.0,13,37
2020-02-22,36,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,44.0,36,12
