date,rank,song,artist,last-week,peak-rank,weeks-on-board
2020-08-22,4,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3.0,2,27
2020-08-22,5,Watermelon Sugar,Harry Styles,1.0,1,21
2020-08-22,6,Roses,SAINt JHN,5.0,4,21
2020-08-22,7,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,7.0,7,9
2020-08-22,9,Go Crazy,Chris Brown & Young Thug,9.0,9,14
2020-08-22,10,Before You Go,Lewis Capaldi,11.0,10,28
2020-08-22,11,I Hope,Gabby Barrett Featuring Charlie Puth,15.0,11,33
2020-08-22,12,Rags2Riches,Rod Wave Featuring ATR Son Son,55.0,12,7
2020-08-22,13,Break My Heart,Dua Lipa,14.0,13,20
2020-08-22,14,Adore You,Harry Styles,12.0,6,36
2020-08-22,15,Circles,Post Malone,16.0,1,50
2020-08-22,16,Savage,Megan Thee Stallion,13.0,1,22
2020-08-22,17,Mood Swings,Pop Smoke Featuring Lil Tjay,25.0,17,6
2020-08-22,18,Come & Go,Juice WRLD x Marshmello,17.0,2,5
2020-08-22,19,Blueberry Faygo,Lil Mosey,10.0,8,27
2020-08-22,20,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,20.0,6,6
2020-08-22,21,One Margarita,Luke Bryan,27.0,19,15
2020-08-22,22,Die From A Broken Heart,Maddie & Tae,26.0,22,18
2020-08-22,23,Popstar,DJ Khaled Featuring Drake,18.0,3,4
2020-08-22,24,Cardigan,Taylor Swift,8.0,1,3
2020-08-22,25,Death Bed,Powfu Featuring beabadoobee,24.0,23,22
2020-08-22,26,Don't Start Now,Dua Lipa,22.0,2,41
2020-08-22,27,Wishing Well,Juice WRLD,21.0,5,5
2020-08-22,28,The Bones,Maren Morris,28.0,12,47
2020-08-22,29,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,30.0,11,6
2020-08-22,30,Life Is Good,Future Featuring Drake,29.0,2,31
2020-08-22,31,Intentions,Justin Bieber Featuring Quavo,32.0,5,27
2020-08-22,32,We Paid,Lil Baby & 42 Dugg,31.0,10,15
2020-08-22,33,Say So,Doja Cat Featuring Nicki Minaj,33.0,1,32
2020-08-22,34,Party Girl,StaySolidRocky,34.0,21,16
2020-08-22,35,Girls In The Hood,Megan Thee Stallion,46.0,28,7
2020-08-22,36,Rain On Me,Lady Gaga & Ariana Grande,35.0,1,12
2020-08-22,37,Be Like That,Kane Brown With Swae Lee & Khalid,47.0,37,5
2020-08-22,38,Chasin' You,Morgan Wallen,39.0,16,29
2020-08-22,39,My Future,Billie Eilish,6.0,6,2
2020-08-22,40,Cool Again,Kane Brown,67.0,40,11
2020-08-22,41,Nobody's Love,Maroon 5,45.0,41,3
2020-08-22,42,The Box,Roddy Ricch,37.0,1,36
2020-08-22,43,Hard To Forget,Sam Hunt,38.0,26,20
2020-08-22,44,Tap In,Saweetie,53.0,44,5
2020-08-22,45,Emotionally Scarred,Lil Baby,44.0,31,24
2020-08-22,46,The Bigger Picture,Lil Baby,42.0,3,9
2020-08-22,47,Got What I Got,Jason Aldean,51.0,47,11
2020-08-22,48,If The World Was Ending,JP Saxe Featuring Julia Michaels,50.0,48,20
2020-08-22,49,Done,Chris Janson,41.0,41,9
2020-08-22,50,The 1,Taylor Swift,23.0,4,3
2020-08-15,1,Watermelon Sugar,Harry Styles,7.0,1,20
2020-08-15,2,Rockstar,DaBaby Featuring Roddy Ricch,2.0,1,16
2020-08-15,3,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3.0,2,26
2020-08-15,4,Blinding Lights,The Weeknd,5.0,1,36
2020-08-15,5,Roses,SAINt JHN,8.0,4,20
2020-08-15,7,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,10.0,7,8
2020-08-15,8,Cardigan,Taylor Swift,1.0,1,2
2020-08-15,9,Go Crazy,Chris Brown & Young Thug,12.0,9,13
2020-08-15,10,Blueberry Faygo,Lil Mosey,11.0,8,26
2020-08-15,11,Before You Go,Lewis Capaldi,21.0,11,27
2020-08-15,12,Adore You,Harry Styles,15.0,6,35
2020-08-15,13,Savage,Megan Thee Stallion,9.0,1,21
2020-08-15,14,Break My Heart,Dua Lipa,19.0,14,19
2020-08-15,15,I Hope,Gabby Barrett Featuring Charlie Puth,18.0,15,32
2020-08-15,16,Circles,Post Malone,20.0,1,49
2020-08-15,17,Come & Go,Juice WRLD x Marshmello,17.0,2,4
2020-08-15,18,Popstar,DJ Khaled Featuring Drake,14.0,3,3
2020-08-15,20,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,32.0,6,5
2020-08-15,21,Wishing Well,Juice WRLD,22.0,5,4
2020-08-15,22,Don't Start Now,Dua Lipa,24.0,2,40
2020-08-15,23,The 1,Taylor Swift,4.0,4,2
2020-08-15,24,Death Bed,Powfu Featuring beabadoobee,36.0,23,21
2020-08-15,25,Mood Swings,Pop Smoke Featuring Lil Tjay,59.0,25,5
2020-08-15,26,Die From A Broken Heart,Maddie & Tae,33.0,26,17
2020-08-15,27,One Margarita,Luke Bryan,25.0,19,14
2020-08-15,28,The Bones,Maren Morris,40.0,12,46
2020-08-15,29,Life Is Good,Future Featuring Drake,30.0,2,30
2020-08-15,30,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,38.0,11,5
2020-08-15,31,We Paid,Lil Baby & 42 Dugg,34.0,10,14
2020-08-15,32,Intentions,Justin Bieber Featuring Quavo,28.0,5,26
2020-08-15,33,Say So,Doja Cat Featuring Nicki Minaj,27.0,1,31
2020-08-15,34,Party Girl,StaySolidRocky,31.0,21,15
2020-08-15,35,Rain On Me,Lady Gaga & Ariana Grande,29.0,1,11
2020-08-15,36,Exile,Taylor Swift Featuring Bon Iver,6.0,6,2
2020-08-15,37,The Box,Roddy Ricch,45.0,1,35
2020-08-15,38,Hard To Forget,Sam Hunt,41.0,26,19
2020-08-15,39,Chasin' You,Morgan Wallen,49.0,16,28
2020-08-15,40,Bluebird,Miranda Lambert,43.0,26,18
2020-08-15,41,Done,Chris Janson,68.0,41,8
2020-08-15,42,The Bigger Picture,Lil Baby,50.0,3,8
2020-08-15,44,Emotionally Scarred,Lil Baby,54.0,31,23
2020-08-15,45,Nobody's Love,Maroon 5,46.0,45,2
2020-08-15,46,Girls In The Hood,Megan Thee Stallion,61.0,28,6
2020-08-15,47,Be Like That,Kane Brown With Swae Lee & Khalid,67.0,47,4
2020-08-15,48,Falling,Trevor Daniel,48.0,17,38
2020-08-15,49,Supalonely,BENEE Featuring Gus Dapperton,62.0,39,21
2020-08-15,50,If The World Was Ending,JP Saxe Featuring Julia Michaels,66.0,50,19
2020-08-08,2,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,15
2020-08-08,3,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2.0,2,25
2020-08-08,5,Blinding Lights,The Weeknd,4.0,1,35
2020-08-08,7,Watermelon Sugar,Harry Styles,7.0,7,19
2020-08-08,8,Roses,SAINt JHN,5.0,4,19
2020-08-08,9,Savage,Megan Thee Stallion,6.0,1,20
2020-08-08,10,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,12.0,10,7
2020-08-08,11,Blueberry Faygo,Lil Mosey,11.0,8,25
2020-08-08,12,Go Crazy,Chris Brown & Young Thug,10.0,10,12
2020-08-08,14,Popstar,DJ Khaled Featuring Drake,3.0,3,2
2020-08-08,15,Adore You,Harry Styles,15.0,6,34
2020-08-08,17,Come & Go,Juice WRLD x Marshmello,9.0,2,3
2020-08-08,18,I Hope,Gabby Barrett Featuring Charlie Puth,16.0,16,31
2020-08-08,19,Break My Heart,Dua Lipa,17.0,17,18
2020-08-08,20,Circles,Post Malone,18.0,1,48
2020-08-08,21,Before You Go,Lewis Capaldi,19.0,19,26
2020-08-08,22,Wishing Well,Juice WRLD,13.0,5,3
2020-08-08,24,Don't Start Now,Dua Lipa,27.0,2,39
2020-08-08,25,One Margarita,Luke Bryan,25.0,19,13
2020-08-08,27,Say So,Doja Cat Featuring Nicki Minaj,21.0,1,30
2020-08-08,28,Intentions,Justin Bieber Featuring Quavo,22.0,5,25
2020-08-08,29,Rain On Me,Lady Gaga & Ariana Grande,14.0,1,10
2020-08-08,30,Life Is Good,Future Featuring Drake,28.0,2,29
2020-08-08,31,Party Girl,StaySolidRocky,24.0,21,14
2020-08-08,32,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,23.0,6,4
2020-08-08,33,Die From A Broken Heart,Maddie & Tae,35.0,33,16
2020-08-08,34,We Paid,Lil Baby & 42 Dugg,20.0,10,13
2020-08-08,36,Death Bed,Powfu Featuring beabadoobee,29.0,23,20
2020-08-08,38,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,32.0,11,4
2020-08-08,40,The Bones,Maren Morris,31.0,12,45
2020-08-08,41,Hard To Forget,Sam Hunt,33.0,26,18
2020-08-08,43,Bluebird,Miranda Lambert,26.0,26,17
2020-08-08,45,The Box,Roddy Ricch,34.0,1,34
2020-08-08,48,Falling,Trevor Daniel,30.0,17,37
2020-08-08,49,Chasin' You,Morgan Wallen,39.0,16,27
2020-08-08,50,The Bigger Picture,Lil Baby,37.0,3,7
2020-08-01,1,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,14
2020-08-01,2,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3.0,2,24
2020-08-01,4,Blinding Lights,The Weeknd,4.0,1,34
2020-08-01,5,Roses,SAINt JHN,8.0,4,18
2020-08-01,6,Savage,Megan Thee Stallion,6.0,1,19
2020-08-01,7,Watermelon Sugar,Harry Styles,11.0,7,18
2020-08-01,9,Come & Go,Juice WRLD x Marshmello,2.0,2,2
2020-08-01,10,Go Crazy,Chris Brown & Young Thug,29.0,10,11
2020-08-01,11,Blueberry Faygo,Lil Mosey,13.0,8,24
2020-08-01,12,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,19.0,12,6
2020-08-01,13,Wishing Well,Juice WRLD,5.0,5,2
2020-08-01,14,Rain On Me,Lady Gaga & Ariana Grande,28.0,1,9
2020-08-01,15,Adore You,Harry Styles,17.0,6,33
2020-08-01,16,I Hope,Gabby Barrett Featuring Charlie Puth,23.0,16,30
2020-08-01,17,Break My Heart,Dua Lipa,24.0,17,17
2020-08-01,18,Circles,Post Malone,20.0,1,47
2020-08-01,19,Before You Go,Lewis Capaldi,30.0,19,25
2020-08-01,20,We Paid,Lil Baby & 42 Dugg,26.0,10,12
2020-08-01,21,Say So,Doja Cat Featuring Nicki Minaj,18.0,1,29
2020-08-01,22,Intentions,Justin Bieber Featuring Quavo,21.0,5,24
2020-08-01,23,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,32.0,6,3
2020-08-01,24,Party Girl,StaySolidRocky,25.0,21,13
2020-08-01,25,One Margarita,Luke Bryan,31.0,19,12
2020-08-01,26,Bluebird,Miranda Lambert,44.0,26,16
2020-08-01,27,Don't Start Now,Dua Lipa,27.0,2,38
2020-08-01,28,Life Is Good,Future Featuring Drake,39.0,2,28
2020-08-01,29,Death Bed,Powfu Featuring beabadoobee,41.0,23,19
2020-08-01,30,Falling,Trevor Daniel,33.0,17,36
2020-08-01,31,The Bones,Maren Morris,36.0,12,44
2020-08-01,32,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,48.0,11,3
2020-08-01,33,Hard To Forget,Sam Hunt,37.0,26,17
2020-08-01,34,The Box,Roddy Ricch,40.0,1,33
2020-08-01,35,Die From A Broken Heart,Maddie & Tae,53.0,35,15
2020-08-01,36,Hate The Other Side,Juice WRLD & Marshmello Featuring Polo G & The Kid LAROI,10.0,10,2
2020-08-01,37,The Bigger Picture,Lil Baby,43.0,3,6
2020-08-01,38,Conversations,Juice WRLD,7.0,7,2
2020-08-01,39,Chasin' You,Morgan Wallen,49.0,16,26
2020-08-01,40,Sunday Best,Surfaces,45.0,19,21
2020-08-01,41,Rags2Riches,Rod Wave Featuring ATR Son Son,52.0,41,4
2020-08-01,42,Life's A Mess,Juice WRLD X Halsey,9.0,9,3
2020-08-01,43,Emotionally Scarred,Lil Baby,55.0,31,21
2020-08-01,44,Said Sum,Moneybagg Yo,63.0,44,3
2020-08-01,45,Toosie Slide,Drake,54.0,1,16
2020-08-01,46,Girls In The Hood,Megan Thee Stallion,57.0,28,4
2020-08-01,47,Supalonely,BENEE Featuring Gus Dapperton,56.0,39,19
2020-08-01,48,Walk Em Down,NLE Choppa Featuring Roddy Ricch,58.0,38,18
2020-08-01,49,Blood On My Jeans,Juice WRLD,12.0,12,2
2020-08-01,50,One Big Country Song,LOCASH,60.0,50,8
2020-07-25,1,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,13
2020-07-25,3,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",3.0,2,23
2020-07-25,4,Blinding Lights,The Weeknd,2.0,1,33
2020-07-25,6,Savage,Megan Thee Stallion,4.0,1,18
2020-07-25,8,Roses,SAINt JHN,5.0,4,17
2020-07-25,9,Life's A Mess,Juice WRLD X Halsey,74.0,9,2
2020-07-25,11,Watermelon Sugar,Harry Styles,7.0,7,17
2020-07-25,13,Blueberry Faygo,Lil Mosey,8.0,8,23
2020-07-25,17,Adore You,Harry Styles,12.0,6,32
2020-07-25,18,Say So,Doja Cat Featuring Nicki Minaj,9.0,1,28
2020-07-25,19,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,29.0,19,5
2020-07-25,20,Circles,Post Malone,13.0,1,46
2020-07-25,21,Intentions,Justin Bieber Featuring Quavo,10.0,5,23
2020-07-25,23,I Hope,Gabby Barrett Featuring Charlie Puth,23.0,16,29
2020-07-25,24,Break My Heart,Dua Lipa,17.0,17,16
2020-07-25,25,Party Girl,StaySolidRocky,36.0,21,12
2020-07-25,26,We Paid,Lil Baby & 42 Dugg,14.0,10,11
2020-07-25,27,Don't Start Now,Dua Lipa,15.0,2,37
2020-07-25,28,Rain On Me,Lady Gaga & Ariana Grande,16.0,1,8
2020-07-25,29,Go Crazy,Chris Brown & Young Thug,28.0,28,10
2020-07-25,30,Before You Go,Lewis Capaldi,26.0,25,24
2020-07-25,31,One Margarita,Luke Bryan,19.0,19,11
2020-07-25,32,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,6.0,6,2
2020-07-25,33,Falling,Trevor Daniel,25.0,17,35
2020-07-25,36,The Bones,Maren Morris,18.0,12,43
2020-07-25,37,Hard To Forget,Sam Hunt,27.0,26,16
2020-07-25,39,Life Is Good,Future Featuring Drake,24.0,2,27
2020-07-25,40,The Box,Roddy Ricch,21.0,1,32
2020-07-25,41,Death Bed,Powfu Featuring beabadoobee,32.0,23,18
2020-07-25,43,The Bigger Picture,Lil Baby,20.0,3,5
2020-07-25,44,Bluebird,Miranda Lambert,33.0,33,15
2020-07-25,45,Sunday Best,Surfaces,30.0,19,20
2020-07-25,48,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,11.0,11,2
2020-07-25,49,Chasin' You,Morgan Wallen,35.0,16,25
2020-07-18,1,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,12
2020-07-18,2,Blinding Lights,The Weeknd,3.0,1,32
2020-07-18,3,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2.0,2,22
2020-07-18,4,Savage,Megan Thee Stallion,4.0,1,17
2020-07-18,5,Roses,SAINt JHN,5.0,4,16
2020-07-18,7,Watermelon Sugar,Harry Styles,8.0,7,16
2020-07-18,8,Blueberry Faygo,Lil Mosey,9.0,8,22
2020-07-18,9,Say So,Doja Cat Featuring Nicki Minaj,6.0,1,27
2020-07-18,10,Intentions,Justin Bieber Featuring Quavo,7.0,5,22
2020-07-18,12,Adore You,Harry Styles,11.0,6,31
2020-07-18,13,Circles,Post Malone,13.0,1,45
2020-07-18,14,We Paid,Lil Baby & 42 Dugg,10.0,10,10
2020-07-18,15,Don't Start Now,Dua Lipa,15.0,2,36
2020-07-18,16,Rain On Me,Lady Gaga & Ariana Grande,12.0,1,7
2020-07-18,17,Break My Heart,Dua Lipa,20.0,17,15
2020-07-18,18,The Bones,Maren Morris,17.0,12,42
2020-07-18,19,One Margarita,Luke Bryan,22.0,19,10
2020-07-18,20,The Bigger Picture,Lil Baby,14.0,3,4
2020-07-18,21,The Box,Roddy Ricch,16.0,1,31
2020-07-18,22,Dior,Pop Smoke,44.0,22,21
2020-07-18,23,I Hope,Gabby Barrett Featuring Charlie Puth,21.0,16,28
2020-07-18,24,Life Is Good,Future Featuring Drake,18.0,2,26
2020-07-18,25,Falling,Trevor Daniel,19.0,17,34
2020-07-18,26,Before You Go,Lewis Capaldi,25.0,25,23
2020-07-18,27,Hard To Forget,Sam Hunt,27.0,26,15
2020-07-18,28,Go Crazy,Chris Brown & Young Thug,30.0,28,9
2020-07-18,29,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,31.0,29,4
2020-07-18,30,Sunday Best,Surfaces,23.0,19,19
2020-07-18,32,Death Bed,Powfu Featuring beabadoobee,24.0,23,17
2020-07-18,33,Bluebird,Miranda Lambert,35.0,33,14
2020-07-18,35,Chasin' You,Morgan Wallen,32.0,16,24
2020-07-18,36,Party Girl,StaySolidRocky,29.0,21,11
2020-07-18,38,Toosie Slide,Drake,26.0,1,14
2020-07-18,40,High Fashion,Roddy Ricch Featuring Mustard,36.0,20,28
2020-07-18,42,Die From A Broken Heart,Maddie & Tae,45.0,42,13
2020-07-18,45,Stuck With U,Ariana Grande & Justin Bieber,34.0,1,9
2020-07-18,46,Emotionally Scarred,Lil Baby,37.0,31,19
2020-07-18,47,Supalonely,BENEE Featuring Gus Dapperton,41.0,39,17
2020-07-18,48,Walk Em Down,NLE Choppa Featuring Roddy Ricch,40.0,38,16
2020-07-18,50,Be Kind,Marshmello & Halsey,39.0,29,10
2020-07-11,1,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,11
2020-07-11,2,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",8.0,2,21
2020-07-11,3,Blinding Lights,The Weeknd,3.0,1,31
2020-07-11,4,Savage,Megan Thee Stallion,2.0,1,16
2020-07-11,5,Roses,SAINt JHN,4.0,4,15
2020-07-11,6,Say So,Doja Cat Featuring Nicki Minaj,6.0,1,26
2020-07-11,7,Intentions,Justin Bieber Featuring Quavo,5.0,5,21
2020-07-11,8,Watermelon Sugar,Harry Styles,16.0,8,15
2020-07-11,9,Blueberry Faygo,Lil Mosey,9.0,9,21
2020-07-11,10,We Paid,Lil Baby & 42 Dugg,18.0,10,9
2020-07-11,11,Adore You,Harry Styles,12.0,6,30
2020-07-11,12,Rain On Me,Lady Gaga & Ariana Grande,11.0,1,6
2020-07-11,13,Circles,Post Malone,10.0,1,44
2020-07-11,14,The Bigger Picture,Lil Baby,7.0,3,3
2020-07-11,15,Don't Start Now,Dua Lipa,14.0,2,35
2020-07-11,16,The Box,Roddy Ricch,15.0,1,30
2020-07-11,17,The Bones,Maren Morris,13.0,12,41
2020-07-11,18,Life Is Good,Future Featuring Drake,21.0,2,25
2020-07-11,19,Falling,Trevor Daniel,19.0,17,33
2020-07-11,20,Break My Heart,Dua Lipa,23.0,20,14
2020-07-11,21,I Hope,Gabby Barrett Featuring Charlie Puth,17.0,16,27
2020-07-11,22,One Margarita,Luke Bryan,29.0,22,9
2020-07-11,23,Sunday Best,Surfaces,22.0,19,18
2020-07-11,24,Death Bed,Powfu Featuring beabadoobee,24.0,23,16
2020-07-11,25,Before You Go,Lewis Capaldi,27.0,25,22
2020-07-11,26,Toosie Slide,Drake,20.0,1,13
2020-07-11,27,Hard To Forget,Sam Hunt,26.0,26,14
2020-07-11,29,Party Girl,StaySolidRocky,25.0,21,10
2020-07-11,30,Go Crazy,Chris Brown & Young Thug,32.0,30,8
2020-07-11,31,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,43.0,31,3
2020-07-11,32,Chasin' You,Morgan Wallen,30.0,16,23
2020-07-11,34,Stuck With U,Ariana Grande & Justin Bieber,28.0,1,8
2020-07-11,35,Bluebird,Miranda Lambert,33.0,33,13
2020-07-11,36,High Fashion,Roddy Ricch Featuring Mustard,31.0,20,27
2020-07-11,37,Emotionally Scarred,Lil Baby,36.0,31,18
2020-07-11,38,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",35.0,1,10
2020-07-11,39,Be Kind,Marshmello & Halsey,41.0,29,9
2020-07-11,40,Walk Em Down,NLE Choppa Featuring Roddy Ricch,39.0,38,15
2020-07-11,41,Supalonely,BENEE Featuring Gus Dapperton,42.0,39,16
2020-07-11,42,Memories,Maroon 5,40.0,2,41
2020-07-11,43,Nobody But You,Blake Shelton Duet With Gwen Stefani,44.0,18,25
2020-07-11,44,Dior,Pop Smoke,46.0,30,20
2020-07-11,45,Die From A Broken Heart,Maddie & Tae,51.0,45,12
2020-07-11,46,Hot Girl Bummer,blackbear,47.0,11,42
2020-07-11,47,Here And Now,Kenny Chesney,38.0,38,13
2020-07-11,48,I Love My Country,Florida Georgia Line,53.0,48,11
2020-07-11,50,If The World Was Ending,JP Saxe Featuring Julia Michaels,52.0,50,14
2020-07-04,1,Rockstar,DaBaby Featuring Roddy Ricch,2.0,1,10
2020-07-04,2,Savage,Megan Thee Stallion,4.0,1,15
2020-07-04,3,Blinding Lights,The Weeknd,5.0,1,30
2020-07-04,4,Roses,SAINt JHN,8.0,4,14
2020-07-04,5,Intentions,Justin Bieber Featuring Quavo,7.0,5,20
2020-07-04,6,Say So,Doja Cat Featuring Nicki Minaj,6.0,1,25
2020-07-04,7,The Bigger Picture,Lil Baby,3.0,3,2
2020-07-04,8,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",18.0,8,20
2020-07-04,9,Blueberry Faygo,Lil Mosey,11.0,9,20
2020-07-04,10,Circles,Post Malone,13.0,1,43
2020-07-04,11,Rain On Me,Lady Gaga & Ariana Grande,9.0,1,5
2020-07-04,12,Adore You,Harry Styles,16.0,6,29
2020-07-04,13,The Bones,Maren Morris,15.0,12,40
2020-07-04,14,Don't Start Now,Dua Lipa,14.0,2,34
2020-07-04,15,The Box,Roddy Ricch,10.0,1,29
2020-07-04,16,Watermelon Sugar,Harry Styles,19.0,16,14
2020-07-04,17,I Hope,Gabby Barrett Featuring Charlie Puth,23.0,16,26
2020-07-04,18,We Paid,Lil Baby & 42 Dugg,27.0,18,8
2020-07-04,19,Falling,Trevor Daniel,20.0,17,32
2020-07-04,20,Toosie Slide,Drake,12.0,1,12
2020-07-04,21,Life Is Good,Future Featuring Drake,17.0,2,24
2020-07-04,22,Sunday Best,Surfaces,21.0,19,17
2020-07-04,23,Break My Heart,Dua Lipa,25.0,21,13
2020-07-04,24,Death Bed,Powfu Featuring beabadoobee,24.0,23,15
2020-07-04,25,Party Girl,StaySolidRocky,22.0,21,9
2020-07-04,26,Hard To Forget,Sam Hunt,28.0,26,13
2020-07-04,27,Before You Go,Lewis Capaldi,29.0,27,21
2020-07-04,28,Stuck With U,Ariana Grande & Justin Bieber,26.0,1,7
2020-07-04,29,One Margarita,Luke Bryan,35.0,29,8
2020-07-04,30,Chasin' You,Morgan Wallen,31.0,16,22
2020-07-04,31,High Fashion,Roddy Ricch Featuring Mustard,30.0,20,26
2020-07-04,32,Go Crazy,Chris Brown & Young Thug,34.0,32,7
2020-07-04,33,Bluebird,Miranda Lambert,33.0,33,12
2020-07-04,34,Trollz,6ix9ine & Nicki Minaj,1.0,1,2
2020-07-04,35,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",32.0,1,9
2020-07-04,36,Emotionally Scarred,Lil Baby,37.0,31,17
2020-07-04,38,Here And Now,Kenny Chesney,46.0,38,12
2020-07-04,39,Walk Em Down,NLE Choppa Featuring Roddy Ricch,38.0,38,14
2020-07-04,40,Memories,Maroon 5,39.0,2,40
2020-07-04,41,Be Kind,Marshmello & Halsey,40.0,29,8
2020-07-04,42,Supalonely,BENEE Featuring Gus Dapperton,45.0,39,15
2020-07-04,43,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,81.0,43,2
2020-07-04,44,Nobody But You,Blake Shelton Duet With Gwen Stefani,44.0,18,24
2020-07-04,45,I Hope You're Happy Now,Carly Pearce & Lee Brice,41.0,27,25
2020-07-04,46,Dior,Pop Smoke,49.0,30,19
2020-07-04,47,Hot Girl Bummer,blackbear,50.0,11,41
2020-07-04,48,Does To Me,Luke Combs Featuring Eric Church,42.0,20,15
2020-07-04,49,Everything I Wanted,Billie Eilish,43.0,8,33
2020-07-04,50,Gooba,6ix9ine,36.0,3,7
2020-06-27,2,Rockstar,DaBaby Featuring Roddy Ricch,1.0,1,9
2020-06-27,4,Savage,Megan Thee Stallion,2.0,1,14
2020-06-27,5,Blinding Lights,The Weeknd,3.0,1,29
2020-06-27,6,Say So,Doja Cat Featuring Nicki Minaj,4.0,1,24
2020-06-27,7,Intentions,Justin Bieber Featuring Quavo,5.0,5,19
2020-06-27,8,Roses,SAINt JHN,7.0,7,13
2020-06-27,9,Rain On Me,Lady Gaga & Ariana Grande,10.0,1,4
2020-06-27,10,The Box,Roddy Ricch,9.0,1,28
2020-06-27,11,Blueberry Faygo,Lil Mosey,12.0,11,19
2020-06-27,12,Toosie Slide,Drake,6.0,1,11
2020-06-27,13,Circles,Post Malone,11.0,1,42
2020-06-27,14,Don't Start Now,Dua Lipa,8.0,2,33
2020-06-27,15,The Bones,Maren Morris,13.0,12,39
2020-06-27,16,Adore You,Harry Styles,14.0,6,28
2020-06-27,17,Life Is Good,Future Featuring Drake,15.0,2,23
2020-06-27,18,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",16.0,16,19
2020-06-27,19,Watermelon Sugar,Harry Styles,29.0,19,13
2020-06-27,20,Falling,Trevor Daniel,17.0,17,31
2020-06-27,21,Sunday Best,Surfaces,19.0,19,16
2020-06-27,22,Party Girl,StaySolidRocky,21.0,21,8
2020-06-27,23,I Hope,Gabby Barrett Featuring Charlie Puth,18.0,16,25
2020-06-27,24,Death Bed,Powfu Featuring beabadoobee,23.0,23,14
2020-06-27,25,Break My Heart,Dua Lipa,26.0,21,12
2020-06-27,26,Stuck With U,Ariana Grande & Justin Bieber,20.0,1,6
2020-06-27,27,We Paid,Lil Baby & 42 Dugg,34.0,27,7
2020-06-27,28,Hard To Forget,Sam Hunt,30.0,28,12
2020-06-27,29,Before You Go,Lewis Capaldi,27.0,27,20
2020-06-27,30,High Fashion,Roddy Ricch Featuring Mustard,24.0,20,25
2020-06-27,31,Chasin' You,Morgan Wallen,22.0,16,21
2020-06-27,32,The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",25.0,1,8
2020-06-27,33,Bluebird,Miranda Lambert,45.0,33,11
2020-06-27,34,Go Crazy,Chris Brown & Young Thug,37.0,34,6
2020-06-27,35,One Margarita,Luke Bryan,39.0,35,7
2020-06-27,36,Gooba,6ix9ine,43.0,3,6
2020-06-27,37,Emotionally Scarred,Lil Baby,47.0,31,16
2020-06-27,38,Walk Em Down,NLE Choppa Featuring Roddy Ricch,44.0,38,13
2020-06-27,39,Memories,Maroon 5,32.0,2,39
2020-06-27,40,Be Kind,Marshmello & Halsey,33.0,29,7
2020-06-27,41,I Hope You're Happy Now,Carly Pearce & Lee Brice,31.0,27,24
2020-06-27,42,Does To Me,Luke Combs Featuring Eric Church,28.0,20,14
2020-06-27,43,Everything I Wanted,Billie Eilish,36.0,8,32
2020-06-27,44,Nobody But You,Blake Shelton Duet With Gwen Stefani,38.0,18,23
2020-06-27,45,Supalonely,BENEE Featuring Gus Dapperton,42.0,39,14
